candidate,step,time,kinetic_energy,enstrophy,dissipation,divergence_l2,divergence_max,max_cfl
baseline_robust_dns,4,0.008,0.1176257597967314,0.35401329660191627,0.008496319118445991,3.760953385613312e-16,2.191738001595598e-15,0.004996849816858554
baseline_robust_dns,6,0.012,0.11759177937802762,0.3539122830499889,0.008493894793199733,4.063295498899291e-16,1.7533689952260238e-15,0.0049962883905290845
baseline_robust_dns,8,0.016,0.11755780860194892,0.3538124081512325,0.00849149779562958,3.9827513578914433e-16,1.596347842023855e-15,0.004995710224047346
baseline_robust_dns,10,0.02,0.1175238473593076,0.3537136693458117,0.008489128064299481,3.68062064398551e-16,1.5846890558863254e-15,0.004995115339928108
baseline_robust_dns,12,0.024,0.11748989554116086,0.35361606409281165,0.00848678553822748,3.8076914952235145e-16,1.6518403806877585e-15,0.0049945037621656795
baseline_robust_dns,14,0.028,0.11745595303880885,0.3535195898701101,0.008484470156882643,4.458824957307226e-16,2.1338858029611436e-15,0.0049938755162263
baseline_robust_dns,16,0.032,0.11742201974379296,0.3534242441742498,0.008482181860181995,4.2924110863362955e-16,1.862479800169955e-15,0.004993230629040365
baseline_robust_dns,18,0.036000000000000004,0.11738809554789406,0.35333002452031037,0.00847992058848745,4.007771786407484e-16,1.860895216825018e-15,0.004992569128994526
baseline_robust_dns,20,0.04,0.11735418034313067,0.35323692844178056,0.008477686282602735,3.768596545568497e-16,1.697743787736721e-15,0.004991891045923626
learned_calibrated_dns,0,0.0,0.126334375,0.380140625,0.0076028125,3.5998748876678175e-16,1.6140900287976057e-15,0.005176175460663138
learned_calibrated_dns,2,0.004,0.12630396744381234,0.3800484973070547,0.007600969946141094,4.51937706620152e-16,2.0665717811792883e-15,0.0051757604257781685
learned_calibrated_dns,4,0.008,0.12627356720564556,0.37995767406369085,0.007599153481273818,4.541670520342653e-16,2.148148779518401e-15,0.005175326954941496
learned_calibrated_dns,6,0.012,0.12624317418124303,0.3798681527896567,0.007597363055793134,4.735460124296508e-16,2.056808194865238e-15,0.005174875063090505
learned_calibrated_dns,8,0.016,0.12621278826654564,0.37977993102664975,0.007595598620532995,4.568780602483111e-16,1.6683474597467932e-15,0.005174404766935447
learned_calibrated_dns,10,0.02,0.12618240935769012,0.37969300633818714,0.007593860126763743,4.487182590173963e-16,1.7732736973262605e-15,0.005173916084952441
learned_calibrated_dns,12,0.024,0.12615203735100725,0.37960737630947433,0.0075921475261894866,4.685673079404404e-16,2.0013351375174433e-15,0.00517340903737631
learned_calibrated_dns,14,0.028,0.12612167214302017,0.37952303854727587,0.007590460770945518,4.181446650087009e-16,1.9134603661004595e-15,0.005172883646193197
learned_calibrated_dns,16,0.032,0.12609131363044251,0.3794399906797833,0.007588799813595666,4.147197297730675e-16,1.6150479910971784e-15,0.005172339935133008
learned_calibrated_dns,18,0.036000000000000004,0.1260609617101769,0.37935823035648586,0.007587164607129718,4.51812912749331e-16,2.1082104501091463e-15,0.005171777929661641
learned_calibrated_dns,20,0.04,0.1260306162793131,0.3792777552480391,0.007585555104960782,3.999794033604872e-16,1.8900552752667346e-15,0.00517119765697306
learned_aggressive_dns,0,0.0,0.15133125000000003,0.4551312500000001,0.006371837500000001,4.490953071482228e-16,2.074689229252661e-15,0.005660005428180579
learned_aggressive_dns,2,0.004,0.15130576480396946,0.45505463115116035,0.006370764836116244,4.930076765606451e-16,2.289318934317574e-15,0.005659766740914674
learned_aggressive_dns,4,0.008,0.15128028384676762,0.4549798628484861,0.006369718079878805,5.480659128866167e-16,2.2662191723479436e-15,0.00565950456194926
learned_aggressive_dns,6,0.012,0.1512548070248328,0.4549069426336919,0.006368697196871686,4.680874906613799e-16,2.046683795478482e-15,0.005659218897977427
