dataset,dataset_title,equation,trial,obs_fraction,noise_fraction,candidate,candidate_family,accepted_by_noharm,chosen_safe_output,certificate_rank,radius,baseline_radius,certificate_ratio,hidden_rel_error,baseline_hidden_rel_error,hidden_error_ratio,data_residual,pde_residual,bc_residual,ic_residual,spectral_residual,noise_bound,physics_gain_over_data_only,data_only_hidden_error,physics_candidate_hidden_error,physics_necessary,physics_unnecessary,physics_rejected,unsafe_if_selected,notes
burgers,Burgers shock,"u_t + u u_x - nu u_xx = 0, nu=0.01/pi",2,0.03,0.0,risky_sensor_overfit,risky,False,physics_filtered_s1.3,8,5847913739.4546385,1975168319.9972045,2.960716653992767,0.24658137377720216,0.14714260830036277,1.675798578153371,0.0,8.921429613281287,116958274762.07047,0.2178154482540035,0.040186515236103525,0.0,0.012035275000748968,0.14715285011979676,0.1351175751190478,True,False,False,False,fits observed points but injects high-frequency nonphysical structure
burgers,Burgers shock,"u_t + u u_x - nu u_xx = 0, nu=0.01/pi",2,0.03,0.0,underfit_oversmooth,underfit,False,physics_filtered_s1.3,4,1817678577.6572597,1975168319.9972045,0.9202651537362811,0.1463347342847571,0.14714260830036277,0.9945095847767557,0.07227713964509722,0.9648320486555247,36353571548.70929,0.09436725760396658,0.0014988967995679771,0.0,0.012035275000748968,0.14715285011979676,0.1351175751190478,True,False,False,False,oversmoothed challenge candidate; shown for diagnosis but not eligible for safe replacement
burgers,Burgers shock,"u_t + u u_x - nu u_xx = 0, nu=0.01/pi",2,0.03,0.0,physics_filtered_s0.4,physics_informed,False,physics_filtered_s1.3,5,1888961732.008177,1975168319.9972045,0.9563548143637959,0.14562192876247299,0.14714260830036277,0.9896652672095136,0.0007012283014237614,2.6231699536810487,37779234632.13352,0.14345191167789642,0.0030306472511989605,0.0,0.012035275000748968,0.14715285011979676,0.1351175751190478,True,False,False,False,physics-filtered candidate selected by residual-calibrated certificate
burgers,Burgers shock,"u_t + u u_x - nu u_xx = 0, nu=0.01/pi",2,0.03,0.0,physics_filtered_s0.8,physics_informed,True,physics_filtered_s1.3,3,1710566882.1802225,1975168319.9972045,0.866036005570727,0.13831615788067764,0.14714260830036277,0.9400143131715615,0.006105897521730097,1.8970262474904291,34211337637.66956,0.11947197371357186,0.002218570236224559,0.0,0.012035275000748968,0.14715285011979676,0.1351175751190478,True,False,False,False,physics-filtered candidate selected by residual-calibrated certificate
burgers,Burgers shock,"u_t + u u_x - nu u_xx = 0, nu=0.01/pi",2,0.03,0.0,physics_filtered_s1.3,physics_informed,True,physics_filtered_s1.3,1,1654181521.8603427,1975168319.9972045,0.837488888978679,0.1351175751190478,0.14714260830036277,0.9182763353107992,0.012943006250229799,1.5137583369391387,33083630432.29817,0.10669086753284938,0.0018615494607634234,0.0,0.012035275000748968,0.14715285011979676,0.1351175751190478,True,False,False,False,physics-filtered candidate selected by residual-calibrated certificate
burgers,Burgers shock,"u_t + u u_x - nu u_xx = 0, nu=0.01/pi",2,0.03,0.0,physics_filtered_s2,physics_informed,False,physics_filtered_s1.3,2,1682597122.941503,1975168319.9972045,0.8518753090085428,0.13679711729667857,0.14714260830036277,0.9296907189282957,0.027147273183066097,1.2220713455584766,33651942454.520714,0.09851565721392734,0.0016705606248360748,0.0,0.012035275000748968,0.14715285011979676,0.1351175751190478,True,False,False,False,physics-filtered candidate selected by residual-calibrated certificate
burgers,Burgers shock,"u_t + u u_x - nu u_xx = 0, nu=0.01/pi",3,0.03,0.0,baseline_linear,baseline,True,physics_filtered_s1.3,6,1642111444.6928968,1642111444.6928968,1.0,0.15193082514505357,0.15193082514505357,0.999999999993418,0.0,3.4701552827769926,32842228883.04068,0.4044826405514525,0.002306386622255592,0.0,0.009503027636510841,0.15180009616501663,0.1422970685285058,True,False,False,False,old inverse baseline: interpolation from sparse/noisy observations
burgers,Burgers shock,"u_t + u u_x - nu u_xx = 0, nu=0.01/pi",3,0.03,0.0,data_only_lowrank,data_only,True,physics_filtered_s1.3,5,1606178322.6207497,1642111444.6928968,0.9781177323936944,0.15180009616501663,0.15193082514505357,0.9991395493250874,0.0,3.4697615253575136,32123566441.598927,0.40448363994903674,0.0022970245225600668,0.0,0.009503027636510841,0.15180009616501663,0.1422970685285058,True,False,False,False,data-driven candidate without PDE residual selection
burgers,Burgers shock,"u_t + u u_x - nu u_xx = 0, nu=0.01/pi",3,0.03,0.0,risky_sensor_overfit,risky,False,physics_filtered_s1.3,8,5511363112.349918,1642111444.6928968,3.3562661841021626,0.24905877637814675,0.15193082514505357,1.6392906188637,0.0,9.091577759135063,110227262219.25696,0.4272183757187828,0.03943387322338621,0.0,0.009503027636510841,0.15180009616501663,0.1422970685285058,True,False,False,False,fits observed points but injects high-frequency nonphysical structure
burgers,Burgers shock,"u_t + u u_x - nu u_xx = 0, nu=0.01/pi",3,0.03,0.0,underfit_oversmooth,underfit,False,physics_filtered_s1.3,7,1643010556.0562809,1642111444.6928968,1.0005475337050296,0.1456761425504324,0.15193082514505357,0.9588320369509713,0.07189196647876037,0.8679020271248103,32860211116.85295,0.23030934531371602,0.0008124697237653572,0.0,0.009503027636510841,0.15180009616501663,0.1422970685285058,True,False,False,False,oversmoothed challenge candidate; shown for diagnosis but not eligible for safe replacement
burgers,Burgers shock,"u_t + u u_x - nu u_xx = 0, nu=0.01/pi",3,0.03,0.0,physics_filtered_s0.4,physics_informed,False,physics_filtered_s1.3,4,1597554240.6623125,1642111444.6928968,0.9728659073812634,0.15048475787269103,0.15193082514505357,0.9904820679281349,0.0006405431815856731,3.1992087636541107,31951084803.244873,0.3888906150521211,0.0020438751212030477,0.0,0.009503027636510841,0.15180009616501663,0.1422970685285058,True,False,False,False,physics-filtered candidate selected by residual-calibrated certificate
burgers,Burgers shock,"u_t + u u_x - nu u_xx = 0, nu=0.01/pi",3,0.03,0.0,physics_filtered_s0.8,physics_informed,True,physics_filtered_s1.3,3,1554314719.2466998,1642111444.6928968,0.9465342466676392,0.14488490627402215,0.15193082514505357,0.9536241650418336,0.005846637399016034,1.9130934881245036,31086294378.768612,0.3080319226374241,0.0011333238963501752,0.0,0.009503027636510841,0.15180009616501663,0.1422970685285058,True,False,False,False,physics-filtered candidate selected by residual-calibrated certificate
burgers,Burgers shock,"u_t + u u_x - nu u_xx = 0, nu=0.01/pi",3,0.03,0.0,physics_filtered_s1.3,physics_informed,True,physics_filtered_s1.3,1,1523726375.712066,1642111444.6928968,0.9279067998926401,0.1422970685285058,0.15193082514505357,0.9365911650365442,0.012644880114590137,1.4267903420690589,30474527509.437748,0.2693699652926656,0.000929207223107427,0.0,0.009503027636510841,0.15180009616501663,0.1422970685285058,True,False,False,False,physics-filtered candidate selected by residual-calibrated certificate
burgers,Burgers shock,"u_t + u u_x - nu u_xx = 0, nu=0.01/pi",3,0.03,0.0,physics_filtered_s2,physics_informed,False,physics_filtered_s1.3,2,1533690398.7625616,1642111444.6928968,0.9339746116009734,0.14158649433685216,0.15193082514505357,0.9319142063550485,0.027035530027107475,1.1376612781039943,30673807971.050774,0.24586958848446988,0.0008859009530900879,0.0,0.009503027636510841,0.15180009616501663,0.1422970685285058,True,False,False,False,physics-filtered candidate selected by residual-calibrated certificate
