candidate,step,time,kinetic_energy,enstrophy,dissipation,divergence_l2,divergence_max,max_cfl
learned_aggressive_dns,30,0.045,0.15104476757817442,0.4543755592807135,0.006361257829929988,9.484496444231953e-16,5.092631618621002e-15,0.0063629598963558815
learned_aggressive_dns,35,0.0525,0.15099706362817875,0.45427217663096514,0.0063598104728335115,9.825855535238605e-16,5.157290114275051e-15,0.006361878226896939
learned_aggressive_dns,40,0.06,0.1509493701967631,0.45417520310458387,0.006358452843464173,9.505988112029728e-16,4.531353766074257e-15,0.006360704546329262
learned_aggressive_dns,45,0.0675,0.1509016866116778,0.45408462527667154,0.006357184753873401,8.943370496290587e-16,4.1665510785143655e-15,0.006359439159249083
learned_aggressive_dns,50,0.075,0.15085401220206182,0.45400043012317987,0.006356006021724517,9.024213590078916e-16,4.587654084910344e-15,0.0063580824130657024
learned_aggressive_dns,53,0.0795,0.15082541168194477,0.45395297144559815,0.006355341600238373,9.26553210689363e-16,5.334624681189096e-15,0.006357224673388218
baseline_robust_dns,0,0.0,0.11769374999999996,0.35421874999999986,0.008501249999999997,8.131653423820243e-16,4.5889765423375366e-15,0.0056226626622496185
baseline_robust_dns,5,0.0075,0.11763000803251361,0.3540260034924457,0.008496624083818696,8.309393868083343e-16,4.199153822747819e-15,0.00562153318474448
baseline_robust_dns,10,0.015,0.1175663003979446,0.35383727029428896,0.008492094487062936,7.748803286239213e-16,3.309304842288198e-15,0.005620337386653765
baseline_robust_dns,15,0.0225,0.11750262637542723,0.35365253344476716,0.008487660802674412,7.798752018028688e-16,3.769204365996685e-15,0.0056190754028302035
baseline_robust_dns,20,0.03,0.11743898524712763,0.35347177621738596,0.008483322629217263,8.217794751408433e-16,5.1221308560039865e-15,0.005617747392995947
baseline_robust_dns,25,0.0375,0.11737537629820181,0.3532949821169653,0.008479079570807168,8.425718903936041e-16,3.8004152764171164e-15,0.00561635354152776
baseline_robust_dns,30,0.045,0.11731179881675435,0.35312213487669525,0.008474931237040685,8.196711066582659e-16,4.70496986731034e-15,0.005614894057222595
baseline_robust_dns,35,0.0525,0.11724825209379752,0.3529532184552013,0.008470877242924831,8.529061213359223e-16,4.15869962182373e-15,0.005613369173043918
baseline_robust_dns,40,0.06,0.11718473542321094,0.3527882170336185,0.008466917208806844,8.59126193064764e-16,3.941505199031219e-15,0.005611779145849294
baseline_robust_dns,45,0.0675,0.11712124810170181,0.35262711501267646,0.008463050760304236,8.377799139047446e-16,3.9555073411078936e-15,0.005610124256099633
baseline_robust_dns,50,0.075,0.11705778942876571,0.3524698970097916,0.008459277528234999,8.286723246828871e-16,4.142184160822547e-15,0.005608404807550592
baseline_robust_dns,53,0.0795,0.11701972768593986,0.3523774242177021,0.00845705818122485,8.110478917592867e-16,3.4325720008446654e-15,0.005607342285169503
learned_sensor_overfit_field,53,0.0795,0.11710205227717835,0.35919126095306664,0.008620590262873599,8.619746410141839e-16,4.409031110493427e-15,0.005638214554918907
