candidate,step,time,kinetic_energy,enstrophy,dissipation,divergence_l2,divergence_max,max_cfl
learned_aggressive_dns,18,0.036000000000000004,0.15110202715136606,0.4545080978503909,0.006363113369905473,5.769617917075755e-16,2.250604369487811e-15,0.0056570124453331335
learned_aggressive_dns,20,0.04,0.1510765763878174,0.4544480482948625,0.006362272676128075,5.4270117908685e-16,2.32391379717395e-15,0.0056565628010798044
baseline_robust_dns,0,0.0,0.11769375000000004,0.35421875000000025,0.008501250000000005,3.9886632517740193e-16,1.5011099962446106e-15,0.004997922366444105
baseline_robust_dns,2,0.004,0.11765974996749459,0.3541154513858995,0.008498770833261587,4.044330453370752e-16,2.2711045312380148e-15,0.004997394482008021
baseline_robust_dns,4,0.008,0.11762575979673143,0.3540132966019165,0.008496319118445997,4.065633789959566e-16,1.8901644193079465e-15,0.004996849816858554
baseline_robust_dns,6,0.012,0.11759177937802764,0.353912283049989,0.008493894793199737,3.872636433002152e-16,2.0990850014315444e-15,0.004996288390529084
baseline_robust_dns,8,0.016,0.11755780860194895,0.3538124081512326,0.008491497795629582,3.837748067641589e-16,1.803620869012608e-15,0.004995710224047348
baseline_robust_dns,10,0.02,0.11752384735930763,0.35371366934581183,0.008489128064299484,4.158003516450118e-16,1.841988929458865e-15,0.004995115339928108
baseline_robust_dns,12,0.024,0.11748989554116088,0.35361606409281177,0.008486785538227482,4.3778752415519413e-16,1.9134972674398104e-15,0.0049945037621656795
baseline_robust_dns,14,0.028,0.11745595303880887,0.35351958987011023,0.008484470156882645,4.107019613453349e-16,1.795793864328476e-15,0.0049938755162263005
baseline_robust_dns,16,0.032,0.11742201974379299,0.35342424417425,0.008482181860182,4.026009283504309e-16,1.8289889057986388e-15,0.004993230629040365
baseline_robust_dns,18,0.036000000000000004,0.11738809554789409,0.3533300245203105,0.008479920588487452,3.99741893440017e-16,1.4702777822219475e-15,0.004992569128994526
baseline_robust_dns,20,0.04,0.11735418034313069,0.3532369284417807,0.008477686282602736,4.081936167029008e-16,1.6483765892141786e-15,0.004991891045923626
learned_sensor_overfit_field,20,0.04,0.11762029193124438,0.3621585393758612,0.008691804945020669,4.160142213778312e-16,1.9097089497301703e-15,0.005093346588836369
